Company;Product;TypeName;ScreenResolution;Cpu;Ram;Memory;Gpu;Gpu_Intel;OpSys;Weight;Rating;Price_euros
Dell;Latitude 3580;Notebook;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;1024;Intel HD Graphics 620;yes;Windows 10;2,06;6,8;955
HP;15-bs012nv (i7-7500U/8GB/1TB/Radeon;Notebook;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;1024;AMD Radeon 530;no;Windows 10;2,1;9,1;745
Toshiba;Tecra Z50-D-10E;Notebook;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256;Intel HD Graphics 620;yes;Windows 10;2;9;1258
Acer;Aspire 3;Notebook;1366x768;Intel Core i3 6006U 2GHz;4;128;Intel HD Graphics 520;yes;Linux;2,1;6,6;412
Microsoft;Surface Laptop;Ultrabook;Other;Intel Core i7 7600U 2.8GHz;8;256;Intel Iris Plus Graphics 640;yes;Windows 10 S;1,252;6,2;1867,85
Lenovo;V310-15ISK (i5-7200U/8GB/1TB;Notebook;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;1152;AMD Radeon R5 M430;no;Windows 10;1,9;6,8;817,95
Lenovo;Yoga 720-13IKB;2 in 1 Convertible;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,3;6;1034
Lenovo;IdeaPad 320-15AST;Notebook;1366x768;AMD E-Series E2-9000 2.2GHz;4;128;AMD Radeon R2 Graphics;no;Windows 10;2,2;6,6;349
HP;Pavilion X360;2 in 1 Convertible;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i3 7100U 2.4GHz;4;128;Nvidia GeForce 940MX;no;Windows 10;1,63;6,3;699
MSI;GP62 7RDX;Gaming;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;1280;Nvidia GeForce GTX 1050;no;Windows 10;2,4;0;1294
Asus;Zenbook 3;Ultrabook;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,1;6,4;1135
HP;Chromebook X360;2 in 1 Convertible;Touchscreen 1366x768;Intel Celeron Dual Core N3350 1.1GHz;8;64;Intel HD Graphics 500;yes;Chrome OS;1,4;5,4;495
LG;Gram 15Z975;Ultrabook;IPS Panel Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;512;Intel HD Graphics 620;yes;Windows 10;1,09;7,1;2299
Acer;Aspire VX5-591G;Gaming;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;16;256;Nvidia GeForce GTX 1050 Ti;no;Windows 10;2,5;8,9;1299
MSI;GV62M 7RD;Gaming;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;256;Nvidia GeForce GTX 1050;no;Windows 10;2,2;0;997,9
Asus;L502NA-GO052T (N3350/4GB/128GB/W10);Notebook;1366x768;Intel Celeron Dual Core N3350 1.1GHz;4;128;Intel HD Graphics 500;yes;Windows 10;1,86;7,9;419
Dell;Alienware 15;Gaming;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;16;1152;Nvidia GeForce GTX 1060;no;Windows 10;3,21;8,3;2051
HP;17-bs000nv I3;Notebook;IPS Panel Full HD 1920x1080;Intel Core i3 6006U 2GHz;4;256;AMD Radeon R5 520;no;Windows 10;2,5;6,3;699
Lenovo;Yoga 730;2 in 1 Convertible;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;8;512;Intel UHD Graphics 620;yes;Windows 10;1,19;8,8;1499
Dell;Alienware 15;Gaming;Full HD 1920x1080;Intel Core i7 7820HK 2.9GHz;16;1280;Nvidia GeForce GTX 1070;no;Windows 10;3,49;9,1;2813,75
HP;250 G6;Notebook;1366x768;Intel Core i5 7200U 2.5GHz;4;500;AMD Radeon 520;no;Windows 10;1,86;5,8;612,61
Dell;Inspiron 3567;Notebook;1366x768;Intel Core i3 6006U 2GHz;4;1024;AMD Radeon R5 M430;no;Windows 10;2,2;5,3;545,67
HP;17-Y002nv (A10-9600P/6GB/2TB/Radeon;Notebook;IPS Panel Full HD 1920x1080;AMD A10-Series 9600P 2.4GHz;6;2048;AMD Radeon R7 M440;no;Windows 10;2,65;9,1;569
Lenovo;V110-15ISK (3855U/4GB/500GB/W10);Notebook;1366x768;Intel Celeron Dual Core 3855U 1.6GHz;4;500;Intel HD Graphics 510;yes;Windows 10;2,1;8,7;318
Acer;Chromebook 14;Notebook;1366x768;Intel Celeron Dual Core 3855U 1.6GHz;4;32;Intel HD Graphics 510;yes;Chrome OS;1,45;9,6;375
Lenovo;IdeaPad 520s-14IKB;Notebook;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;256;Intel HD Graphics 620;yes;Windows 10;1,7;8,5;699
HP;ZBook 17;Workstation;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;500;Nvidia Quadro M1200;no;Windows 10;3,14;5,1;1907,99
Lenovo;ThinkPad X1;2 in 1 Convertible;Other;Intel Core i7 7500U 2.7GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,42;5;2590
Toshiba;Satellite Pro;Notebook;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,5;8;973
Acer;TravelMate B117-M;Netbook;1366x768;Intel Celeron Dual Core N3050 1.6GHz;4;32;Intel HD Graphics;yes;Windows 10;1,4;6,5;269
Lenovo;Yoga 910-13IKB;2 in 1 Convertible;Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;16;512;Intel HD Graphics 620;yes;Windows 10;1,38;7,7;1749
Asus;Chromebook Flip;2 in 1 Convertible;Full HD / Touchscreen 1920x1080;Intel Core M M3-6Y30 0.9GHz;4;64;Intel HD Graphics 515;yes;Chrome OS;1,2;5,1;669
Toshiba;Portege Z30T-C-133;Ultrabook;Full HD / Touchscreen 1920x1080;Intel Core i7 6500U 2.5GHz;16;512;Intel HD Graphics 520;yes;Windows 10;1,36;5,8;1877
HP;15-bs011nv (i7-7500U/4GB/500GB/Radeon;Notebook;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;4;500;AMD Radeon 530;no;Windows 10;2,1;8,2;689
Dell;Inspiron 5577;Gaming;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;1024;Nvidia GeForce GTX 1050;no;Windows 10;2,56;9;819
Lenovo;IdeaPad 320-15AST;Notebook;Full HD 1920x1080;AMD A9-Series 9420 2.9GHz;4;256;AMD Radeon 530;no;Windows 10;2,2;6;399
Lenovo;IdeaPad 320-15ABR;Notebook;1366x768;AMD A12-Series 9720P 3.6GHz;8;1024;AMD Radeon R7;no;Windows 10;2,2;8,8;429
Lenovo;V310-15IKB (i5-7200U/4GB/1TB/FHD/W10);Notebook;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;2048;Intel HD Graphics 620;yes;Windows 10;2,1;7,5;621,45
Dell;Vostro 5568;Notebook;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256;Intel HD Graphics 620;yes;Windows 10;2,18;6,5;795
Acer;Spin 5;2 in 1 Convertible;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 8250U 1.6GHz;8;256;Intel UHD Graphics 620;yes;Windows 10;1,6;7,6;999
Lenovo;ThinkPad P51s;Workstation;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;16;512;Nvidia Quadro M520M;no;Windows 7;2,18;7,3;1855
Lenovo;Thinkpad T460p;Notebook;Full HD 1920x1080;Intel Core i5 6300HQ 2.3GHz;8;256;Intel HD Graphics 520;yes;Windows 10;1,8;9,1;1191
HP;17-ak002nv (A10-9620P/6GB/2TB/Radeon;Notebook;IPS Panel Full HD 1920x1080;AMD A10-Series 9620P 2.5GHz;6;2048;AMD Radeon 530;no;Windows 10;2,71;8,6;655,01
Lenovo;Legion Y520-15IKBN;Gaming;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;1152;Nvidia GeForce GTX 1050 Ti;no;Windows 10;2,5;9,2;1249
Dell;Latitude 5480;Notebook;Full HD 1920x1080;Intel Core i5 7440HQ 2.8GHz;8;256;Nvidia GeForce 930MX;no;Linux;1,64;8,5;1089
Dell;Vostro 5568;Notebook;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;1024;Intel HD Graphics 620;yes;Linux;1,98;8,4;726
Asus;VivoBook E403NA;Notebook;Full HD 1920x1080;Intel Celeron Dual Core N3350 1.1GHz;4;32;Intel HD Graphics 500;yes;Windows 10;1,5;5,8;298
Dell;Latitude 5580;Notebook;Full HD 1920x1080;Intel Core i5 7300U 2.6GHz;16;512;Intel HD Graphics 620;yes;Windows 10;1,93;6,1;1426,66
Lenovo;Thinkpad E470;Notebook;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256;Nvidia GeForce 920MX;no;Windows 10;1,87;7,8;857,07
Dell;Latitude 5580;Notebook;Full HD 1920x1080;Intel Core i5 7300U 2.6GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,9;8,9;1179
Lenovo;110-15ACL (A6-7310/4GB/500GB/W10);Notebook;1366x768;AMD A6-Series 7310 2GHz;4;500;AMD Radeon R4;no;Windows 10;2,19;9,5;298
Mediacom;Smartbook 142;Notebook;Other;Intel Atom Z8350 1.92GHz;4;32;Intel HD Graphics 400;yes;Windows 10;1,4;3,1;265
HP;ProBook 470;Notebook;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256;Nvidia GeForce 930MX;no;Windows 10;2,63;7,8;1200
Lenovo;ThinkPad X1;Ultrabook;Other;Intel Core i7 6500U 2.5GHz;8;512;Intel HD Graphics 520;yes;Windows 10;1,17;7,3;1686,64
HP;Pavilion X360;2 in 1 Convertible;Other;Intel Core i5 7200U 2.5GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,58;8,8;836,6
Lenovo;ThinkPad T470s;Ultrabook;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,32;8,5;1499
Dell;Alienware 17;Gaming;Other;Intel Core i7 7700HQ 2.8GHz;32;2048;Nvidia GeForce GTX 1070;no;Windows 10;4,36;9,3;3659,4
MSI;GL72M 7REX;Gaming;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;1152;Nvidia GeForce GTX 1050 Ti;no;Windows 10;2,7;0;1348,48
Dell;Inspiron 5570;Notebook;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;1152;AMD Radeon 530;no;Windows 10;2,2;8,7;719
Dell;Inspiron 5378;2 in 1 Convertible;Full HD / Touchscreen 1920x1080;Intel Core i3 7100U 2.4GHz;4;1024;Intel HD Graphics 620;yes;Windows 10;1,71;8,7;649
Dell;Inspiron 5567;Notebook;1366x768;Intel Core i5 7200U 2.5GHz;8;1024;AMD Radeon R7 M445;no;Linux;2,32;5;589,52
HP;15-BW037na (A9-9420/4GB/1TB/Radeon;Notebook;Full HD 1920x1080;AMD A9-Series 9420 3GHz;4;1024;AMD Radeon 520;no;Windows 10;2,1;5,2;489
Acer;Predator 17;Gaming;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16;1152;Nvidia GeForce GTX 1060;no;Windows 10;4,2;7,2;1935
Dell;Inspiron 3567;Notebook;1366x768;Intel Core i5 7200U 2.5GHz;12;1024;Intel HD Graphics 620;yes;Windows 10;2,25;8;649
HP;15-BW091ND (A9-9420/6GB/1TB;Notebook;Full HD 1920x1080;AMD A9-Series A9-9420 3GHz;6;1152;AMD Radeon 520;no;Windows 10;2,1;6,2;650
Acer;Extensa EX2540-58KR;Notebook;1366x768;Intel Core i5 7200U 2.5GHz;4;500;Intel HD Graphics 620;yes;Windows 10;2,4;9,4;559
Lenovo;ThinkPad 13;Notebook;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,44;9,5;960
Lenovo;V310-15IKB (i7-7500U/4GB/1TB/FHD/W10);Notebook;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;4;1024;Intel HD Graphics 620;yes;Windows 10;1,85;5;779
HP;ZBook 15;Workstation;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256;Nvidia Quadro M2200;no;Windows 10;2,6;5,8;2419
Dell;Inspiron 5379;2 in 1 Convertible;Full HD / Touchscreen 1920x1080;Intel Core i5 8250U 1.6GHz;8;1024;Intel UHD Graphics 620;yes;Windows 10;1,55;9;659
MSI;GS63VR 7RF;Gaming;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;1280;Nvidia GeForce GTX 1060;no;Windows 10;1,8;0;2094,48
Acer;Aspire ES1-572;Notebook;1366x768;Intel Core i3 6006U 2GHz;4;500;Intel HD Graphics 520;yes;Windows 10;2,4;9,2;410,8
Dell;Inspiron 7560;Notebook;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;1152;Nvidia GeForce 940MX;no;Windows 10;2;7,2;1207
Dell;Vostro 3568;Notebook;1366x768;Intel Core i3 6006U 2GHz;8;256;Intel HD Graphics 520;yes;Windows 10;2;5,4;665
Toshiba;Tecra X40-D-10G;Notebook;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,25;6,2;1535
Lenovo;Flex 5;2 in 1 Convertible;Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,7;9,6;999
Lenovo;Thinkpad P51s;Workstation;IPS Panel 4K Ultra HD 3840x2160;Intel Core i7 7600U 2.8GHz;16;1024;Nvidia Quadro M520M;no;Windows 10;2,5;5,9;3299
Acer;Chromebook 14;Notebook;1366x768;Intel Celeron Dual Core N3060 1.6GHz;2;32;Intel HD Graphics 400;yes;Chrome OS;1,68;5;330
Samsung;Notebook 9;Ultrabook;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16;256;Intel HD Graphics 620;yes;Windows 10;0,81;8,6;1649
HP;250 G6;Notebook;Full HD 1920x1080;Intel Core i3 6006U 2GHz;8;256;Intel HD Graphics 520;yes;Windows 10;1,86;7;539
Dell;Latitude 5480;Notebook;1366x768;Intel Core i5 7200U 2.5GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,6;8,2;1126,71
HP;Zbook 17;Workstation;IPS Panel Full HD 1920x1080;Intel Xeon E3-1535M v5 2.9GHz;16;256;Nvidia Quadro M2000M;no;Windows 7;3;9;4389
Lenovo;N23 (N3060/4GB/128GB/W10);Netbook;Touchscreen 1366x768;Intel Celeron Dual Core N3060 1.6GHz;4;128;Intel HD Graphics 400;yes;Windows 10;1,4;6,3;475
HP;EliteBook 850;Notebook;Full HD 1920x1080;Intel Core i5 6300U 2.4GHz;8;256;Intel HD Graphics 520;yes;Windows 10;1,84;7,4;1900
Lenovo;Thinkpad T460;Ultrabook;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;4;180;Intel HD Graphics 520;yes;Windows 10;1,7;9,4;1096
Asus;Pro P2540UA-XO0192R;Notebook;1366x768;Intel Core i7 7500U 2.7GHz;4;256;Intel HD Graphics 620;yes;Windows 10;2,37;5;849,9
Lenovo;Yoga 900-13ISK;2 in 1 Convertible;Other;Intel Core i5 6260U 1.8GHz;8;256;Intel HD Graphics 540;yes;Windows 10;1,3;5,8;1199
HP;15-cb003na (i5-7300HQ/8GB/1TB;Notebook;IPS Panel Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;1152;Nvidia GeForce GTX 1050;no;Windows 10;2,2;5,9;1099
HP;ZBook 15;Workstation;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8;256;Nvidia Quadro M1000M;no;Windows 7;2,59;9,9;1561
Dell;Alienware 17;Gaming;IPS Panel 4K Ultra HD 3840x2160;Intel Core i7 7700HQ 2.8GHz;16;1280;Nvidia GeForce GTX 1070;no;Windows 10;4,42;9,4;2868,99
Acer;Aspire 3;Notebook;1366x768;Intel Core i5 7200U 2.5GHz;4;256;Intel HD Graphics 620;yes;Windows 10;2,1;7;599
Lenovo;Legion Y520-15IKBN;Gaming;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;1152;Nvidia GeForce GTX 1050;no;Windows 10;2,5;6,4;1048
Dell;Latitude 7280;Ultrabook;Full HD 1920x1080;Intel Core i7 7600U 2.8GHz;16;256;Intel HD Graphics 620;yes;Windows 10;1,18;9;1859
Google;Pixelbook (Core;Ultrabook;Other;Intel Core i5 7Y57 1.2GHz;8;256;Intel HD Graphics 615;yes;Chrome OS;1,1;3,6;1559
Asus;Zenbook UX330UA-AH5Q;Ultrabook;Other;Intel Core i5 7200U 2.5GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,2;5,5;1129
Dell;Latitude 3380;Notebook;1366x768;Intel Core i3 6006U 2GHz;4;500;Intel HD Graphics 520;yes;Windows 10;1,65;5,3;849
Acer;TravelMate P238-M;Notebook;1366x768;Intel Core i5 6200U 2.3GHz;4;128;Intel HD Graphics 520;yes;Windows 10;1,6;6,1;655
Asus;X751NV-TY001 (N4200/4GB/1TB/GeForce;Notebook;1366x768;Intel Pentium Quad Core N4200 1.1GHz;4;1024;Nvidia GeForce 920MX;no;Windows 10;2,8;9,2;470,34
Dell;Inspiron 7559;Gaming;Other;Intel Core i7 6700HQ 2.6GHz;16;1152;Nvidia GeForce GTX 960M;no;Windows 10;2,72;9,7;1099
Samsung;Notebook 9;Ultrabook;Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,31;9;1599
Acer;Aspire A315-31;Notebook;1366x768;Intel Pentium Quad Core N4200 1.1GHz;4;1024;Intel HD Graphics 505;yes;Linux;2,1;6;298
Dell;Inspiron 5567;Notebook;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16;256;AMD Radeon R7 M445;no;Windows 10;2,3;6,7;1181,27
Samsung;Notebook 9;2 in 1 Convertible;Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;16;256;AMD Radeon 540;no;Windows 10;1,71;5,1;1799
Toshiba;Tecra A40-C-1E5;Notebook;Other;Intel Core i5 6200U 2.3GHz;4;128;Intel HD Graphics 520;yes;Windows 10;1,75;9,1;1020
Dell;Inspiron 7567;Gaming;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;1024;Nvidia GeForce GTX 1050;no;Windows 10;2,62;6,9;1099
HP;EliteBook 820;Ultrabook;1366x768;Intel Core i5 6200U 2.3GHz;4;256;Intel HD Graphics 520;yes;Windows 10;1,26;9,6;1244
Asus;Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce;2 in 1 Convertible;Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;12;2048;Nvidia GeForce 940MX;no;Windows 10;2,3;6,6;839
Lenovo;Thinkpad P50;Notebook;Other;Intel Core i7 6820HQ 2.7GHz;16;512;Nvidia Quadro M2000M;no;Windows 7;2,5;7,1;2370
Acer;Swift 3;Notebook;IPS Panel Full HD 1920x1080;Intel Core i3 7100U 2.4GHz;4;128;Intel HD Graphics 620;yes;Windows 10;1,8;9,2;636
Razer;Blade Pro;Gaming;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;512;Nvidia GeForce GTX 1060;no;Windows 10;1,95;4,6;2899
Asus;Vivobook Max;Notebook;Other;Intel Pentium Dual Core N4200 1.1GHz;8;128;Intel HD Graphics 505;yes;Windows 10;2;9,2;581,9
Dell;Alienware 17;Gaming;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;32;2048;Nvidia GeForce GTX 1070M;no;Windows 10;4,42;5,5;3588,8
Asus;Rog G752VS-BA171T;Gaming;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16;1280;Nvidia GeForce GTX 1070;no;Windows 10;4,3;6,9;2350
Toshiba;Tecra Z40-C-161;Ultrabook;IPS Panel Full HD 1920x1080;Intel Core i7 6600U 2.6GHz;16;512;Nvidia GeForce 930M;no;Windows 10;1,47;7;1764
Lenovo;ThinkPad T470s;Ultrabook;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16;512;Intel HD Graphics 620;yes;Windows 10;1,7;7,7;2299
MSI;GS43VR 7RE;Gaming;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;1280;Nvidia GeForce GTX 1060;no;Windows 10;1,6;0;1891
MSI;GL62M (i5-7300HQ/8GB/1TB;Gaming;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;1152;Nvidia GeForce GTX 1050;no;Windows 10;2,2;0;1089
Lenovo;Legion Y520-15IKBN;Gaming;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;4;1024;Nvidia GeForce GTX 1050;no;Windows 10;2,4;5,2;999
Acer;Predator G9-793;Gaming;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;1280;Nvidia GeForce GTX 1060;no;Windows 10;4,2;5,7;2299
Dell;Inspiron 7567;Gaming;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;256;Nvidia GeForce GTX 1050;no;Windows 10;2,62;8,9;985
Asus;FX502VM-DM560T (i7-7700HQ/8GB/1TB;Gaming;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;1152;Nvidia GeForce GTX1060;no;Windows 10;2,24;5,7;1339
Vero;K146 (N3350/4GB/32GB/W10);Notebook;Other;Intel Celeron Dual Core N3350 1.1GHz;4;32;Intel HD Graphics 500;yes;Windows 10;1,22;4;202,9
Lenovo;ThinkPad Yoga;2 in 1 Convertible;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;8;512;Intel HD Graphics 620;yes;Windows 10;1,37;5,7;1970
Lenovo;Yoga 510-15IKB;2 in 1 Convertible;Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8;256;AMD Radeon R7 M460;no;Windows 10;2,08;8,9;959
Apple;"MacBook 12""";Ultrabook;Other;Intel Core M 1.2GHz;8;512;Intel HD Graphics 5300;yes;Mac OS X;0,92;5,6;1165
Lenovo;ThinkPad X1;2 in 1 Convertible;Other;Intel Core i5 7200U 2.5GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,42;7,3;2330
Asus;R417NA-RS01 (N3350/4GB/32GB/W10);Notebook;1366x768;Intel Celeron Dual Core N3350 1.1GHz;4;32;Intel HD Graphics 500;yes;Windows 10;1,63;7,1;299
Dell;Latitude 3580;Notebook;1366x768;Intel Core i5 7200U 2.5GHz;8;128;Intel HD Graphics 620;yes;Windows 10;1,95;9,6;810
Lenovo;Yoga 910-13IKB;2 in 1 Convertible;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,38;9,5;1349
Dell;Vostro 5568;Notebook;Full HD 1920x1080;Intel Core i3 6006U 2GHz;8;256;AMD Radeon R5 M420X;no;Windows 10;2;6;739
HP;ZBook 17;Workstation;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;256;Nvidia Quadro M2200;no;Windows 10;3,14;5,8;2064,9
Asus;Pro P2540UA-XS51;Notebook;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256;Intel HD Graphics 620;yes;Windows 10;2,37;9,5;1099
Dell;XPS 13;Ultrabook;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,29;8,2;1499
Dell;XPS 15;Notebook;4K Ultra HD / Touchscreen 3840x2160;Intel Core i5 7300HQ 2.5GHz;8;256;Nvidia GeForce GTX 1050;no;Windows 10;2,06;5,1;1749
Dell;Latitude 3180;Netbook;1366x768;Intel Pentium Quad Core N4200 1.1GHz;4;128;Intel HD Graphics 505;yes;Windows 10;1,63;9,4;744
HP;EliteBook 820;Netbook;1366x768;Intel Core i5 7300U 2.6GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,26;9,3;1389
Toshiba;Satellite Pro;Notebook;1366x768;Intel Core i5 6200U 2.3GHz;4;500;Intel HD Graphics 520;yes;Windows 10;2,1;8,6;780
HP;15-ba043na (A12-9700P/8GB/2TB/W10);Notebook;1366x768;AMD A12-Series 9700P 2.5GHz;8;2048;AMD Radeon R7 Graphics;no;Windows 10;2,04;9,6;629
Dell;Inspiron 7567;Gaming;Other;Intel Core i7 7700HQ 2.8GHz;16;512;Nvidia GeForce GTX 1050 Ti;no;Windows 10;2,62;6,6;1679
Lenovo;IdeaPad 310-15IKB;Notebook;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;1024;Nvidia GeForce 920M;no;Windows 10;2,4;8,6;609
HP;Omen 17-an012dx;Gaming;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;12;1024;AMD Radeon RX 580;no;Windows 10;3,74;5;1749
MSI;GE72MVR 7RG;Gaming;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;1536;Nvidia GeForce GTX 1070;no;Windows 10;2,9;0;2415
Samsung;Notebook 9;Ultrabook;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256;Intel HD Graphics 620;yes;Windows 10;0,81;10;1499
Dell;Vostro 5568;Notebook;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;1024;Nvidia GeForce GT 940MX;no;Windows 10;1,98;5,8;961
Dell;Vostro 3568;Notebook;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256;AMD Radeon R5 M420;no;Windows 10;2,18;9,8;789,81
Lenovo;Thinkpad T470s;Ultrabook;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,32;5,9;1859
Razer;Blade Stealth;Ultrabook;IPS Panel 4K Ultra HD / Touchscreen 3840x2160;Intel Core i7 7500U 2.5GHz;16;512;Intel HD Graphics 620;yes;Windows 10;1,29;3,5;1799
HP;Chromebook 11;Netbook;1366x768;Intel Celeron Dual Core N3060 1.6GHz;4;16;Intel HD Graphics 400;yes;Chrome OS;1,23;8,6;385
Dell;Alienware 17;Gaming;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;1152;Nvidia GeForce GTX 1060;no;Windows 10;4,36;7,1;2505,02
Dell;Latitude 3480;Notebook;1366x768;Intel Core i5 6200U 2.3GHz;4;500;Intel HD Graphics 520;yes;Windows 10;1,76;6;755
Lenovo;V110-15ISK (i3-6006U/4GB/500GB/W10);Notebook;1366x768;Intel Core i3 6006U 2GHz;4;500;Intel HD Graphics 520;yes;Windows 10;2,1;6,6;489,9
Toshiba;Tecra X40-D-10Z;Ultrabook;1366x768;Intel Core i5 7200U 2.5GHz;4;128;Intel HD Graphics 620;yes;Windows 10;1,25;8,1;1090
Lenovo;Thinkpad X1;Ultrabook;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;512;Intel HD Graphics 620;yes;Windows 10;1,13;6,5;2499
MSI;GL62M 7RD;Gaming;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;256;Nvidia GeForce GTX 1050;no;Windows 10;2,4;0;1199
Lenovo;ThinkPad X1;Ultrabook;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,13;8,9;1875
Toshiba;Satellite Pro;Notebook;1366x768;Intel Pentium Dual Core 4405U 2.1GHz;4;128;Intel HD Graphics 510;yes;Windows 10;1,75;6,4;499
